0.07,14,20.95,0.048,56.965
0.24,14,20.95,0.044,56.965
0.41,14,20.95,0.051,56.965
0.57,14,20.95,0.051,55.991
0.74,14,20.95,0.037,57.939
0.91,14,20.95,0.037,56.478
1.08,14,20.95,0.051,56.478
1.24,14,20.95,0.04,56.965
1.41,14,20.95,0.044,56.965
1.58,14,20.95,0.04,56.478
1.74,14,20.95,0.033,56.478
1.91,14,20.95,0.037,56.478
2.08,14,20.95,0.044,55.504
2.25,14,20.95,0.044,57.452
2.41,14,20.95,0.037,55.991
2.58,14,20.95,0.04,56.478
2.75,14,20.95,0.051,56.478
2.91,14,20.95,0.051,56.965
3.08,14,20.95,0.033,56.965
3.25,14,20.95,0.04,57.939
3.42,14,20.95,0.037,56.478
3.58,14,20.95,0.048,55.504
3.75,14,20.95,0.044,56.965
3.92,14,20.95,0.044,56.478
4.08,14,20.95,0.033,56.965
4.25,14,20.95,0.048,57.939
4.42,14,20.95,0.048,56.965
4.59,14,20.95,0.048,56.965
4.75,14,20.95,0.04,56.965
4.92,14,20.95,0.044,56.478
5.09,14,20.95,0.044,57.452
5.25,14,20.95,0.055,55.991
5.42,14,20.95,0.048,56.965
5.59,14,20.95,0.044,56.965
5.76,14,20.95,0.048,57.939
5.92,14,20.95,0.048,57.452
6.09,14,20.95,0.055,56.965
6.26,14,20.95,0.051,57.452
6.42,14,20.95,0.048,57.452
6.59,14,20.95,0.055,57.452
6.76,14,20.95,0.048,56.965
6.93,14,20.95,0.044,56.965
7.09,14,20.95,0.044,55.991
7.26,14,20.95,0.051,56.965
7.43,14,20.95,0.044,56.478
7.59,14,20.95,0.044,56.478
7.76,14,20.95,0.048,56.965
7.93,14,20.95,0.04,55.991
8.1,14,20.95,0.044,56.478
8.26,14,20.95,0.048,56.965
8.43,14,20.95,0.055,55.991
8.6,14,20.95,0.051,55.991
8.76,14,20.95,0.048,56.965
8.93,14,20.95,0.048,55.991
9.1,14,20.95,0.048,57.452
9.27,14,20.95,0.048,56.478
9.43,14,20.95,0.04,56.478
9.6,14,20.95,0.04,56.965
9.77,14,20.95,0.044,56.478
9.93,14,20.95,0.048,57.939
10.1,14,20.95,0.044,57.452
10.27,14,20.95,0.051,55.991
10.43,14,20.95,0.04,55.991
10.6,14,20.95,0.044,56.965
10.77,14,20.95,0.044,56.478
10.94,14,20.95,0.051,57.452
11.1,14,20.95,0.051,56.965
11.27,14,20.95,0.044,56.965
11.44,14,20.95,0.037,56.478
11.6,14,20.95,0.044,56.965
11.77,14,20.95,0.059,57.939
11.94,14,20.95,0.044,56.965
12.11,14,20.95,0.055,57.452
12.27,14,20.95,0.044,57.452
12.44,14,20.95,0.048,56.965
12.61,14,20.95,0.051,56.478
12.77,14,20.95,0.04,56.965
12.94,14,20.95,0.04,57.452
13.11,14,20.95,0.048,56.478
13.28,14,20.95,0.051,56.965
13.44,14,20.95,0.048,56.478
13.61,14,20.95,0.044,56.965
13.78,14,20.95,0.048,56.965
13.94,14,20.95,0.04,56.965
14.11,14,20.95,0.04,56.965
14.28,14,20.95,0.048,57.452
14.44,14,20.95,0.048,56.965
14.61,14,20.95,0.066,56.478
14.78,14,20.95,0.055,56.965
14.95,14,20.95,0.055,56.965
15.11,14,20.95,0.044,56.965
15.28,14,20.95,0.044,55.991
15.45,14,20.95,0.055,56.965
15.61,14,20.95,0.059,56.965
15.78,14,20.95,0.04,57.452
15.95,14,20.95,0.037,56.965
16.11,14,20.95,0.055,56.965
16.28,14,20.95,0.037,56.965
16.45,14,20.95,0.048,56.478
16.62,14,20.95,0.048,56.478
16.78,14,20.95,0.055,56.478
16.95,14,20.95,0.048,56.965
17.12,14,20.95,0.044,56.478
17.28,14,20.95,0.048,56.478
17.45,14,20.95,0.04,56.478
17.62,14,20.95,0.037,56.478
17.79,14,20.95,0.048,56.965
17.95,14,20.95,0.044,56.965
18.12,14,20.95,0.044,56.478
18.29,14,20.95,0.04,56.478
18.45,14,20.95,0.044,56.965
18.62,14,20.95,0.051,56.965
18.79,14,20.95,0.059,56.965
18.96,14,20.95,0.051,56.478
19.12,14,20.95,0.044,56.478
19.29,14,20.95,0.048,56.478
19.46,14,20.95,0.048,57.452
19.62,14,20.95,0.048,56.965
19.79,14,20.95,0.048,56.478
19.96,14,20.95,0.044,56.965
20.12,14,20.95,0.044,56.965
20.29,14,20.95,0.048,57.452
20.46,14,20.95,0.048,57.452
20.63,14,20.95,0.048,56.478
20.79,14,20.95,0.04,56.965
20.96,14,20.95,0.051,55.504
21.13,14,20.95,0.044,55.991
21.3,14,20.95,0.051,56.965
21.46,14,20.95,0.059,56.478
21.63,14,20.95,0.051,56.478
21.8,14,20.95,0.051,56.965
21.96,14,20.95,0.051,56.965
22.13,14,20.95,0.055,56.965
22.3,14,20.95,0.04,57.452
22.46,14,20.95,0.044,56.478
22.63,14,20.95,0.051,57.452
22.8,14,20.95,0.048,57.452
22.97,14,20.95,0.07,56.478
23.13,14,20.95,0.055,57.939
23.3,14,20.95,0.048,56.478
23.47,14,20.95,0.051,56.965
23.63,14,20.95,0.048,57.452
23.8,14,20.95,0.059,56.478
23.97,14,20.95,0.048,56.478
24.13,14,20.95,0.048,56.478
24.3,14,20.95,0.04,55.017
24.47,14,20.95,0.055,57.452
24.64,14,20.95,0.055,56.478
24.8,14,20.95,0.055,56.965
24.97,14,20.95,0.044,57.452
25.14,14,20.95,0.059,56.965
25.3,14,20.95,0.048,57.452
25.47,14,20.95,0.051,56.478
25.64,14,20.95,0.044,56.478
25.81,14,20.95,0.037,56.478
25.97,14,20.95,0.044,56.965
26.14,14,20.95,0.051,56.965
26.31,14,20.95,0.04,56.478
26.47,14,20.95,0.044,58.426
26.64,14,20.95,0.044,57.452
26.81,14,20.95,0.044,56.965
26.98,14,20.95,0.051,57.452
27.14,14,20.95,0.048,56.478
27.31,14,20.95,0.051,56.965
27.48,14,20.95,0.051,56.965
27.64,14,20.95,0.048,55.991
27.81,14,20.95,0.048,56.965
27.98,14,20.95,0.048,56.965
